Border,Date,Measure,Value,Average
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Empty,30791,21638
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,24295,18171
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,23375,15925
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,22553,19250
US-Canada Border,10/01/2000 12:00:00 AM,Train Passengers,20175,20604
US-Canada Border,10/01/2000 12:00:00 AM,Buses,16227,14802
US-Canada Border,10/01/2000 12:00:00 AM,Trains,2908,2779
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,1627,1165
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,619,581
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,18093940
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,7749983
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,6738023
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3604940
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,3170129
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,519723
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,350348
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,294799
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,327282
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,252745
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,167143
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,139632
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,65467
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,75016,49003
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58446,48998
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,21446
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24877,20527
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,15768
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,18104
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,19220
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,14695
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2808,2778
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1158
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,580
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20385695,18052271
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,10387658,7702025
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,7786007,6718968
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicles,4094125,3153329
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,3891944,3599721
US-Canada Border,08/01/2000 12:00:00 AM,Trucks,631873,517683
US-Canada Border,08/01/2000 12:00:00 AM,Bus Passengers,587211,346041
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Full,448334,292007
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,410903,325761
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,261472,252586
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,178713,166932
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,143867,139554
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Full,102962,64785
US-Canada Border,08/01/2000 12:00:00 AM,Pedestrians,83052,48378
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Empty,76284,48506
US-Canada Border,08/01/2000 12:00:00 AM,Train Passengers,40216,20169
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Empty,33482,21227
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,23737,19137
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,23119,15634
US-Canada Border,08/01/2000 12:00:00 AM,Buses,21673,14568
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,20446,18061
US-Canada Border,08/01/2000 12:00:00 AM,Trains,2880,2776
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,1334,1154
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,598,579
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,20510593,18006746
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,10686762,7646752
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,7783451,6699255
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,4159358,3134698
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,4088003,3590678
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,575806,341786
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,528835,517476
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,421547,289608
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,357425,325174
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,307415,251570
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,191885,166469
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,157157,139228
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Full,95670,64213
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Empty,80843,47907
US-Canada Border,07/01/2000 12:00:00 AM,Pedestrians,79892,47794
US-Canada Border,07/01/2000 12:00:00 AM,Train Passengers,36693,19862
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Empty,33570,20998
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,25826,15445
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,24979,17932
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,23883,19049
US-Canada Border,07/01/2000 12:00:00 AM,Buses,21755,14434
US-Canada Border,07/01/2000 12:00:00 AM,Trains,2768,2776
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,1539,1146
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,602,578
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,17950843,18007800
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,8378207,7632950
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7777928,6678902
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3794718,3586828
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,3270220,3132140
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722536,242683
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,613340,515667
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,548269,337890
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,494281,285746
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,399610,323769
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,212251,165605
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,165332,138735
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,99322,63550
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,91651,47081
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,74429,47291
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,32716,20776
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,28451,19699
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,24901,17800
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,23961,15284
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,23322,18968
US-Canada Border,06/01/2000 12:00:00 AM,Buses,20314,14323
US-Canada Border,06/01/2000 12:00:00 AM,Trains,2757,2776
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,2436,1121
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,777,574
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,17952395
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,7624865
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,6654719
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,3584328
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,3133015
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635253,513367
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491862,281782
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,335671
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,322270
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,242897
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,164578
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,138091
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,62760
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79686,46453
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58651,47072
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32484,20550
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,17577
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,15144
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,18914
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19130,19709
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17306,14265
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,2774
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1107
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,573
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,20395533,17904490
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,7672176,6634768
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,7356805,7630121
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,3658080,3582881
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,2866784,3138235
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,574997,512158
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,456437,278357
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,359239,321545
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,336697,335650
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,263544,242492
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,197690,163928
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,144307,137969
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,105127,61929
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,80008,45795
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,30620,20352
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,29363,47419
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,27512,17382
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,23078,18832
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,22998,14990
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,18947,19723
US-Canada Border,04/01/2000 12:00:00 AM,Buses,14265,14264
US-Canada Border,04/01/2000 12:00:00 AM,Trains,2759,2774
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,1744,1094
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,584,572
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,20547659,17851626
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,7790867,6611646
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,7000236,7642718
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,4198321,3570572
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,2859058,3143818
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,636750,509666
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,493122,274061
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,414412,319687
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,282823,336706
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,242565
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,215960,162887
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,160582,137516
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,109171,60984
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,82311,45064
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,34851,20061
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,17184
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,26551,47836
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,14809
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,18773
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17383,19769
US-Canada Border,03/01/2000 12:00:00 AM,Buses,12044,14308
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2973,2770
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,1091
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,571
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,19096013,17826230
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7221382,6599202
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,5442787,7687614
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869912,3564463
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,2478054,3157405
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,573543,508362
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,407153,271344
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377296,318511
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,268268,338102
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,209012,243249
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207573,161975
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,156041,137137
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,95618,60277
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,67966,44596
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,28036,19898
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,26137,48278
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,17002
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,14676
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20468,18738
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,15337,19859
US-Canada Border,02/01/2000 12:00:00 AM,Buses,11564,14363
US-Canada Border,02/01/2000 12:00:00 AM,Trains,2718,2771
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,1090
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,517,572
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,20072198,17779439
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,7553666,6579317
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,5322407,7736889
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,3962633,3556167
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,2414248,3172887
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,562610,507231
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,357426,317700
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,345201,269805
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,234924,340251
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,205295,244039
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,189184,161408
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,153433,136797
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,104359,59358
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,56803,44341
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,31134,19663
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,27705,16778
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,21114,18688
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,20905,48848
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,18741,14591
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,14747,19965
US-Canada Border,01/01/2000 12:00:00 AM,Buses,10534,14442
US-Canada Border,01/01/2000 12:00:00 AM,Trains,2573,2775
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1037,1091
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,495,573
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,17701970
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,6551347
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,7773287
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,3538708
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2706197,3182816
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531633,506711
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405789,266911
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,316949
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,342493
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,244628
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,160853
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,136328
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,58661
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64679,43908
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,49017
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,16541
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,19531
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,18586
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,14519
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,20041
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10447,14527
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,2780
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1092
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,574
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19672318,17659136
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7323755,6534555
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,6349831,7804231
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3719917,3534768
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,2814074,3190832
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,599462,504694
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,497486,261898
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,315706
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306868,343267
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,245568
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,160380
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,136048
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,57795
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,82135,43076
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32282,49380
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,19316
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,16274
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,18518
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,14462
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,15159,20147
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14278,14532
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2686,2782
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,1086
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,575
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,20707014,17591405
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7619439,6510446
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,7285038,7815768
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3700771,3531079
